Customer ID,Gender,Region,Product Name,Category,Age,Unit Price,Quantity,Total Price,Shipping Fee,Order Date,Shipping Status,,,Descriptve analysis,,,,,,,,,,
CUST0065,Female,South,Smartphone,Electronics,41,800,1,800,6.24,8/3/2023,Delivered,,,,,,,,,,,,,
CUST0025,Female,South,Headphones,Accessories,56,100,3,300,5.86,11/25/2023,In Transit,,,,,,,,,,,,,
CUST0160,Female,South,Laptop,Electronics,69,1500,2,3000,5.35,10/30/2023,Returned,,,,,,,,,,,,,
CUST0096,Female,North,Smartphone,Electronics,61,800,5,4000,13.72,3/9/2023,Unknown,,,,,,,,,,,,,
CUST0071,Male,East,Smartphone,Electronics,46,800,2,1600,13.1,1/7/2023,In Transit,,,,,,,,,,,,,
CUST0044,Male,East,Smartwatch,Wearables,30,200,2,400,13.54,8/8/2023,In Transit,,,,,,,,,,,,,
CUST0299,Female,East,Smartphone,Electronics,58,800,5,4000,5.65,12/16/2023,Delivered,,,,,,,,,,,,,
CUST0291,Female,South,Monitor,Electronics,49,300,3,900,17.93,5/29/2023,Delivered,,,,,,,,,,,,,
CUST0266,Female,North,Monitor,Electronics,29,300,4,1200,5.79,9/4/2023,In Transit,,,,,,,,,,,,,
CUST0184,Female,North,Smartphone,Electronics,54,800,1,800,13.72,8/30/2023,In Transit,,,,,,,,,,,,,
CUST0130,Male,West,Keyboard,Accessories,68,50,3,150,8.99,2/2/2023,Delivered,,,,,,,,,,,,,
CUST0052,Male,South,Monitor,Electronics,66,300,4,1200,17.59,9/12/2023,Returned,,,,,,,,,,,,,
CUST0240,Male,East,Keyboard,Accessories,39,50,4,200,13.51,12/21/2023,Delivered,,,,,,,,,,,,,
CUST0054,Male,South,Smartphone,Electronics,64,800,1,800,19.15,10/7/2023,Delivered,,,,,,,,,,,,,
CUST0038,Female,North,Keyboard,Accessories,57,50,2,100,16.78,11/16/2023,Unknown,,,,,,,,,,,,,
CUST0023,Male,East,Monitor,Electronics,49,300,5,1500,8.56,10/30/2023,In Transit,,,,,,,,,,,,,
CUST0183,Male,North,Mouse,Accessories,42,30,5,150,9.26,2/21/2023,Delivered,,,,,,,,,,,,,
CUST0012,Male,Unknown,Monitor,Electronics,28,300,5,1500,13.09,3/12/2023,Delivered,,,,,,,,,,,,,
CUST0136,Female,South,Mouse,Accessories,36,30,5,150,6.58,10/17/2023,In Transit,,,,,,,,,,,,,
CUST0052,Female,South,Mouse,Accessories,66,30,2,60,12.21,6/5/2023,Delivered,,,,,,,,,,,,,
CUST0141,Male,West,Monitor,Electronics,58,300,4,1200,6.4,3/3/2023,Delivered,,,,,,,,,,,,,
CUST0144,Male,South,Smartphone,Electronics,54,800,5,4000,19.43,7/12/2023,In Transit,,,,,,,,,,,,,
CUST0156,Female,North,Monitor,Electronics,57,300,1,300,15.49,2/5/2023,In Transit,,,,,,,,,,,,,
CUST0199,Male,West,Smartphone,Electronics,49,800,3,2400,6.95,9/22/2023,Returned,,,,,,,,,,,,,
CUST0197,Male,North,Laptop,Electronics,54,1500,4,6000,5.05,7/12/2023,Delivered,,,,,,,,,,,,,
CUST0196,Female,West,Laptop,Electronics,37,1500,1,1500,12.95,11/6/2023,Returned,,,,,,,,,,,,,
CUST0243,Female,West,Headphones,Accessories,58,100,5,500,19.98,8/13/2023,Returned,,,,,,,,,,,,,
CUST0182,Male,South,Smartphone,Electronics,19,800,4,3200,12.3,1/23/2023,Delivered,,,,,,,,,,,,,
CUST0296,Female,South,Monitor,Electronics,50,300,4,1200,7.42,10/7/2023,Delivered,,,,,,,,,,,,,
CUST0296,Female,West,Mouse,Accessories,50,30,1,30,15.21,11/15/2023,In Transit,,,,,,,,,,,,,
CUST0264,Female,West,Monitor,Electronics,59,300,3,900,19.8,12/26/2023,In Transit,,,,,,,,,,,,,
CUST0136,Female,West,Mouse,Accessories,49,30,5,150,13.14,11/11/2023,Returned,,,,,,,,,,,,,
CUST0010,Male,West,Headphones,Accessories,49,100,5,500,15.78,4/21/2023,Delivered,,,,,,,,,,,,,
CUST0131,Male,West,Keyboard,Accessories,67,50,5,250,5.81,5/18/2023,Delivered,,,,,,,,,,,,,
CUST0252,Male,West,Headphones,Accessories,55,100,5,500,7.98,5/16/2023,Returned,,,,,,,,,,,,,
CUST0294,Female,East,Mouse,Accessories,49,30,5,150,19.83,9/11/2023,In Transit,,,,,,,,,,,,,
CUST0253,Male,West,Smartphone,Electronics,51,800,5,4000,16.14,6/12/2023,Returned,,,,,,,,,,,,,
CUST0289,Female,North,Mouse,Accessories,37,30,4,120,9,1/3/2024,Returned,,,,,,,,,,,,,
CUST0126,Female,North,Smartphone,Electronics,66,800,1,800,16.42,9/26/2023,In Transit,,,,,,,,,,,,,
CUST0024,Female,South,Laptop,Electronics,57,1500,1,1500,9.69,11/22/2023,Delivered,,,,,,,,,,,,,
CUST0058,Male,East,Laptop,Electronics,49,1500,4,6000,16.49,7/10/2023,Delivered,,,,,,,,,,,,,
CUST0170,Male,West,Keyboard,Accessories,40,50,2,100,14,11/23/2023,Delivered,,,,,,,,,,,,,
CUST0064,Female,East,Laptop,Electronics,61,1500,3,4500,12.21,10/28/2023,Returned,,,,,,,,,,,,,
CUST0043,Male,North,Keyboard,Accessories,22,50,4,200,9.82,1/5/2023,Delivered,,,,,,,,,,,,,
CUST0103,Male,North,Smartwatch,Wearables,23,200,5,1000,14.5,11/15/2023,Delivered,,,,,,,,,,,,,
CUST0032,Male,North,Mouse,Accessories,63,30,4,120,14.68,3/11/2023,Returned,,,,,,,,,,,,,
CUST0182,Male,West,Mouse,Accessories,19,30,1,30,17.33,8/31/2023,Delivered,,,,,,,,,,,,,
CUST0076,Male,North,Headphones,Accessories,26,100,2,200,17.84,12/12/2023,Delivered,,,,,,,,,,,,,
CUST0215,Female,North,Monitor,Electronics,35,300,5,1500,19.58,1/22/2023,Delivered,,,,,,,,,,,,,
CUST0105,Male,South,Keyboard,Accessories,27,50,5,250,17.69,12/31/2023,In Transit,,,,,,,,,,,,,
CUST0295,Female,East,Smartphone,Electronics,26,800,5,4000,18.99,12/31/2023,In Transit,,,,,,,,,,,,,
CUST0002,Female,South,Keyboard,Accessories,23,50,5,250,17.96,8/18/2023,In Transit,,,,,,,,,,,,,
CUST0283,Female,East,Laptop,Electronics,67,1500,1,1500,11.14,6/25/2023,In Transit,,,,,,,,,,,,,
CUST0047,Female,West,Laptop,Electronics,41,1500,1,1500,14.86,10/21/2023,Returned,,,,,,,,,,,,,
CUST0153,Male,West,Mouse,Accessories,49,30,2,60,6.54,11/21/2023,Returned,,,,,,,,,,,,,
CUST0047,Male,East,Headphones,Accessories,41,207.3040408,2,200,9.15,4/23/2023,Returned,,,,,,,,,,,,,
CUST0269,Male,East,Monitor,Electronics,64,300,4,1200,13.49,9/9/2023,Returned,,,,,,,,,,,,,
CUST0022,Male,North,Laptop,Electronics,49,1500,2,3000,8.24,4/15/2023,Delivered,,,,,,,,,,,,,
CUST0106,Female,East,Smartphone,Electronics,50,800,3,2400,10.13,6/26/2023,Returned,,,,,,,,,,,,,
CUST0284,Male,South,Headphones,Accessories,64,100,2,200,10.57,6/3/2023,In Transit,,,,,,,,,,,,,
CUST0149,Male,South,Laptop,Electronics,40,1500,1,1500,14.19,5/20/2023,In Transit,,,,,,,,,,,,,
CUST0068,Male,East,Smartwatch,Wearables,64,200,3,600,5.7,4/7/2023,In Transit,,,,,,,,,,,,,
CUST0289,Female,East,Smartwatch,Wearables,37,200,5,1000,5.6,11/18/2023,Returned,,,,,,,,,,,,,
CUST0247,Male,South,Laptop,Electronics,44,1500,3,4500,18.21,5/1/2023,In Transit,,,,,,,,,,,,,
CUST0295,Male,West,Laptop,Electronics,26,1500,3,4500,12.84,5/27/2023,Unknown,,,,,,,,,,,,,
CUST0236,Male,West,Laptop,Electronics,18,1500,2,3000,18.07,1/23/2023,Returned,,,,,,,,,,,,,
CUST0148,Male,West,Keyboard,Accessories,49,50,4,200,14.29,10/8/2023,Delivered,,,,,,,,,,,,,
CUST0122,Male,North,Headphones,Accessories,68,100,4,400,11.52,11/29/2023,Returned,,,,,,,,,,,,,
CUST0246,Female,South,Monitor,Electronics,64,300,3,900,15.77,9/29/2023,Delivered,,,,,,,,,,,,,
CUST0282,Male,North,Laptop,Electronics,68,1500,4,6000,5.24,11/7/2023,Delivered,,,,,,,,,,,,,
CUST0204,Male,West,Headphones,Accessories,54,100,5,500,8.64,10/20/2023,Delivered,,,,,,,,,,,,,
CUST0053,Male,North,Laptop,Electronics,25,1500,4,6000,13.08,9/18/2023,In Transit,,,,,,,,,,,,,
CUST0036,Male,Unknown,Smartphone,Electronics,33,800,4,3200,13.29,7/23/2023,Returned,,,,,,,,,,,,,
CUST0085,Male,West,Smartphone,Electronics,18,800,5,4000,13.44,5/2/2023,Delivered,,,,,,,,,,,,,
CUST0071,Female,South,Headphones,Accessories,49,100,1,100,14.98,12/4/2023,Delivered,,,,,,,,,,,,,
CUST0248,Male,East,Monitor,Electronics,67,300,1,300,8.65,8/27/2023,Returned,,,,,,,,,,,,,
CUST0088,Female,West,Headphones,Accessories,66,100,5,500,14.84,6/8/2023,Delivered,,,,,,,,,,,,,
CUST0020,Female,North,Monitor,Electronics,55,300,1,300,7.38,10/26/2023,Delivered,,,,,,,,,,,,,
CUST0274,Female,East,Laptop,Electronics,51,1500,5,7500,12.33,1/7/2023,In Transit,,,,,,,,,,,,,
CUST0196,Male,East,Smartwatch,Wearables,37,200,5,1000,19.55,4/23/2023,Delivered,,,,,,,,,,,,,
CUST0022,Male,Unknown,Smartphone,Electronics,33,800,3,2400,5.22,9/12/2023,Returned,,,,,,,,,,,,,
CUST0211,Male,West,Keyboard,Accessories,49,50,1,50,14.62,1/28/2023,Returned,,,,,,,,,,,,,
CUST0152,Female,South,Smartwatch,Wearables,69,200,3,600,19.07,7/16/2023,Delivered,,,,,,,,,,,,,
CUST0042,Male,East,Smartwatch,Wearables,57,200,5,1000,15.99,1/4/2023,Returned,,,,,,,,,,,,,
CUST0235,Male,East,Headphones,Accessories,19,100,5,500,19.53,4/8/2023,In Transit,,,,,,,,,,,,,
CUST0206,Male,South,Laptop,Electronics,43,1500,5,7500,13.04,5/3/2023,In Transit,,,,,,,,,,,,,
CUST0103,Female,Unknown,Mouse,Accessories,23,30,2,60,18.45,7/15/2023,Returned,,,,,,,,,,,,,
CUST0179,Male,North,Smartphone,Electronics,45,800,4,3200,15.02,9/28/2023,Returned,,,,,,,,,,,,,
CUST0157,Female,East,Keyboard,Accessories,48,50,4,200,8.27,5/22/2023,In Transit,,,,,,,,,,,,,
CUST0272,Male,South,Mouse,Accessories,52,30,3,90,8.66,3/30/2023,In Transit,,,,,,,,,,,,,
CUST0071,Female,South,Headphones,Accessories,46,100,5,500,11.88,8/2/2023,Returned,,,,,,,,,,,,,
CUST0268,Male,North,Keyboard,Accessories,21,50,3,150,15.03,5/20/2023,In Transit,,,,,,,,,,,,,
CUST0017,Female,West,Keyboard,Accessories,36,50,5,250,12.63,12/17/2023,Delivered,,,,,,,,,,,,,
CUST0221,Male,West,Monitor,Electronics,33,300,3,900,7.25,11/1/2023,Returned,,,,,,,,,,,,,
CUST0207,Male,West,Headphones,Accessories,54,100,2,200,6.22,1/3/2024,Returned,,,,,,,,,,,,,
CUST0077,Male,East,Monitor,Electronics,50,300,3,900,14.75,1/8/2023,Delivered,,,,,,,,,,,,,
CUST0253,Female,East,Headphones,Accessories,51,100,4,400,17.18,9/25/2023,In Transit,,,,,,,,,,,,,
CUST0253,Female,East,Keyboard,Accessories,51,50,3,150,14.99,4/18/2023,In Transit,,,,,,,,,,,,,
CUST0225,Female,North,Smartwatch,Wearables,49,200,1,200,17.3,2/19/2023,Delivered,,,,,,,,,,,,,
CUST0091,Female,West,Headphones,Accessories,30,100,1,100,6.47,6/1/2023,Delivered,,,,,,,,,,,,,
CUST0142,Female,South,Keyboard,Accessories,32,50,5,250,10.39,6/28/2023,In Transit,,,,,,,,,,,,,
CUST0142,Female,South,Monitor,Electronics,32,300,1,300,9.57,4/24/2023,In Transit,,,,,,,,,,,,,
CUST0032,Male,North,Smartphone,Electronics,63,800,2,1600,6.57,12/8/2023,Delivered,,,,,,,,,,,,,
CUST0011,Male,West,Keyboard,Accessories,54,50,1,50,13.9,11/4/2023,Delivered,,,,,,,,,,,,,
CUST0204,Male,West,Laptop,Electronics,54,3109.560612,5,7500,19.71,4/18/2023,Returned,,,,,,,,,,,,,
CUST0068,Male,East,Smartwatch,Wearables,64,200,2,400,11.49,9/24/2023,Returned,,,,,,,,,,,,,
CUST0222,Female,East,Mouse,Accessories,61,30,2,60,13.74,11/13/2023,Delivered,,,,,,,,,,,,,
CUST0145,Male,East,Laptop,Electronics,51,1500,1,1500,15.23,10/10/2023,Returned,,,,,,,,,,,,,
CUST0083,Female,South,Laptop,Electronics,28,1500,1,1500,19.84,2/17/2023,Unknown,,,,,,,,,,,,,
CUST0158,Female,North,Headphones,Accessories,51,100,3,300,18.63,3/20/2023,Unknown,,,,,,,,,,,,,
CUST0063,Female,North,Laptop,Electronics,20,1500,5,7500,15.07,10/28/2023,In Transit,,,,,,,,,,,,,
CUST0249,Male,South,Monitor,Electronics,33,300,5,1500,15.98,1/16/2023,In Transit,,,,,,,,,,,,,
CUST0012,Male,West,Monitor,Electronics,28,300,2,600,14.13,2/11/2023,Delivered,,,,,,,,,,,,,
CUST0038,Male,East,Monitor,Electronics,57,300,2,600,17.67,12/18/2023,In Transit,,,,,,,,,,,,,
CUST0216,Female,West,Keyboard,Accessories,53,50,5,250,15.62,9/1/2023,Returned,,,,,,,,,,,,,
CUST0172,Female,South,Monitor,Electronics,56,300,5,1500,12.62,7/20/2023,Returned,,,,,,,,,,,,,
CUST0048,Male,North,Monitor,Electronics,34,300,2,600,11.88,9/23/2023,Returned,,,,,,,,,,,,,
CUST0260,Male,East,Monitor,Electronics,32,300,2,600,12.92,7/14/2023,Returned,,,,,,,,,,,,,
CUST0063,Male,North,Smartwatch,Wearables,20,200,4,800,15.78,6/14/2023,Delivered,,,,,,,,,,,,,
CUST0218,Male,Unknown,Laptop,Electronics,36,1500,4,6000,14,6/6/2023,Returned,,,,,,,,,,,,,
CUST0263,Male,North,Smartphone,Electronics,49,800,2,1600,7.17,1/9/2023,Unknown,,,,,,,,,,,,,
CUST0160,Male,South,Monitor,Electronics,69,300,2,600,18.79,7/29/2023,Delivered,,,,,,,,,,,,,
CUST0250,Female,North,Smartphone,Electronics,64,800,2,1600,17.54,8/5/2023,Returned,,,,,,,,,,,,,
CUST0038,Male,North,Keyboard,Accessories,57,50,3,150,18.44,2/21/2023,In Transit,,,,,,,,,,,,,
CUST0048,Male,North,Monitor,Electronics,34,300,2,600,12.94,5/5/2023,In Transit,,,,,,,,,,,,,
CUST0183,Female,West,Monitor,Electronics,42,300,3,900,14.11,1/16/2023,Returned,,,,,,,,,,,,,
CUST0240,Female,Unknown,Headphones,Accessories,39,100,1,100,7.09,6/26/2023,Delivered,,,,,,,,,,,,,
CUST0155,Male,North,Smartwatch,Wearables,41,200,1,200,18.84,4/20/2023,In Transit,,,,,,,,,,,,,
CUST0185,Male,North,Laptop,Electronics,29,1500,5,7500,13.95,10/30/2023,Delivered,,,,,,,,,,,,,
CUST0229,Female,North,Headphones,Accessories,49,100,4,400,11.95,9/4/2023,Delivered,,,,,,,,,,,,,
CUST0229,Male,North,Mouse,Accessories,45,30,3,90,10.06,2/18/2023,Delivered,,,,,,,,,,,,,
CUST0139,Male,North,Mouse,Accessories,57,30,5,150,19.16,1/7/2023,Returned,,,,,,,,,,,,,
CUST0009,Male,West,Headphones,Accessories,50,100,2,200,19.13,10/8/2023,Unknown,,,,,,,,,,,,,
CUST0095,Male,West,Keyboard,Accessories,60,50,5,250,13,12/19/2023,Returned,,,,,,,,,,,,,
CUST0001,Female,East,Keyboard,Accessories,38,50,3,150,6.14,4/10/2023,Returned,,,,,,,,,,,,,
CUST0200,Male,East,Laptop,Electronics,68,1500,3,4500,11.29,6/1/2023,Returned,,,,,,,,,,,,,
CUST0086,Male,West,Smartwatch,Wearables,26,200,5,1000,14.83,7/3/2023,Delivered,,,,,,,,,,,,,
CUST0193,Female,North,Monitor,Electronics,64,300,3,900,15.97,10/15/2023,Delivered,,,,,,,,,,,,,
CUST0193,Female,East,Headphones,Accessories,64,100,4,400,12.48,6/10/2023,In Transit,,,,,,,,,,,,,
CUST0044,Female,East,Monitor,Electronics,30,300,4,1200,10.86,9/3/2023,Delivered,,,,,,,,,,,,,
CUST0187,Male,East,Laptop,Electronics,25,1500,5,7500,16.95,3/4/2023,Delivered,,,,,,,,,,,,,
CUST0006,Female,East,Headphones,Accessories,52,100,2,200,18.95,1/24/2023,In Transit,,,,,,,,,,,,,
CUST0021,Male,North,Mouse,Accessories,43,30,4,120,10.77,9/24/2023,Unknown,,,,,,,,,,,,,
CUST0271,Female,South,Headphones,Accessories,46,100,2,200,19.54,6/20/2023,Returned,,,,,,,,,,,,,
CUST0160,Male,East,Laptop,Electronics,69,1500,4,6000,10,11/15/2023,Delivered,,,,,,,,,,,,,
CUST0095,Female,East,Laptop,Electronics,49,1500,5,7500,12.35,4/28/2023,In Transit,,,,,,,,,,,,,
CUST0025,Female,East,Monitor,Electronics,56,300,3,900,17.34,5/22/2023,Returned,,,,,,,,,,,,,
CUST0188,Male,West,Keyboard,Accessories,29,50,3,150,12.06,4/2/2023,Returned,,,,,,,,,,,,,
CUST0238,Female,West,Mouse,Accessories,49,30,2,60,14.07,11/15/2023,Unknown,,,,,,,,,,,,,
CUST0180,Male,North,Laptop,Electronics,49,1500,2,3000,16.82,10/5/2023,Unknown,,,,,,,,,,,,,
CUST0011,Female,North,Smartphone,Electronics,54,800,5,4000,19.49,8/22/2023,Returned,,,,,,,,,,,,,
CUST0264,Male,West,Keyboard,Accessories,59,50,2,100,15.51,7/16/2023,Returned,,,,,,,,,,,,,
CUST0156,Male,East,Smartwatch,Wearables,57,200,5,1000,9.77,1/27/2023,Returned,,,,,,,,,,,,,
CUST0044,Male,West,Headphones,Accessories,30,100,1,100,15.64,9/6/2023,Delivered,,,,,,,,,,,,,
CUST0202,Male,East,Smartphone,Electronics,56,800,5,4000,12.22,5/6/2023,Delivered,,,,,,,,,,,,,
CUST0171,Male,East,Headphones,Accessories,21,100,5,500,13.7,1/14/2023,In Transit,,,,,,,,,,,,,
CUST0109,Female,Unknown,Laptop,Electronics,57,1500,4,6000,12.77,4/28/2023,Delivered,,,,,,,,,,,,,
CUST0213,Female,North,Monitor,Electronics,45,300,4,1200,14.76,1/2/2023,Delivered,,,,,,,,,,,,,
CUST0261,Male,North,Mouse,Accessories,49,30,3,90,11.71,11/9/2023,Delivered,,,,,,,,,,,,,
CUST0030,Female,East,Smartphone,Electronics,44,800,5,4000,17.36,7/3/2023,Returned,,,,,,,,,,,,,
CUST0145,Male,North,Headphones,Accessories,51,100,4,400,10.89,1/14/2023,Delivered,,,,,,,,,,,,,
CUST0044,Male,Unknown,Smartphone,Electronics,30,800,1,800,14.23,2/23/2023,In Transit,,,,,,,,,,,,,
CUST0199,Male,North,Monitor,Electronics,41,300,1,300,9.5,6/11/2023,Delivered,,,,,,,,,,,,,
CUST0111,Female,West,Monitor,Electronics,19,300,3,900,13.79,5/16/2023,In Transit,,,,,,,,,,,,,
CUST0124,Male,South,Smartphone,Electronics,53,800,1,800,5.36,3/16/2023,Returned,,,,,,,,,,,,,
CUST0299,Male,West,Smartphone,Electronics,58,800,5,4000,19.93,1/3/2023,In Transit,,,,,,,,,,,,,
CUST0241,Female,Unknown,Keyboard,Accessories,27,50,2,100,19.92,6/2/2023,Delivered,,,,,,,,,,,,,
CUST0010,Male,South,Smartwatch,Wearables,37,200,2,400,14.16,6/6/2023,Delivered,,,,,,,,,,,,,
CUST0293,Female,East,Laptop,Electronics,32,1500,5,7500,7.52,10/28/2023,Returned,,,,,,,,,,,,,
CUST0225,Male,West,Monitor,Electronics,65,300,4,1200,10.09,1/31/2023,Returned,,,,,,,,,,,,,
CUST0197,Male,North,Laptop,Electronics,54,1500,4,6000,6.73,4/28/2023,In Transit,,,,,,,,,,,,,
CUST0035,Female,West,Mouse,Accessories,20,30,4,120,5.19,7/22/2023,Returned,,,,,,,,,,,,,
CUST0280,Male,Unknown,Keyboard,Accessories,44,50,1,50,12.3,6/12/2023,Delivered,,,,,,,,,,,,,
CUST0129,Male,South,Laptop,Electronics,66,1500,4,6000,13.08,3/20/2023,In Transit,,,,,,,,,,,,,
CUST0144,Female,Unknown,Laptop,Electronics,54,1500,4,6000,12,4/14/2023,Returned,,,,,,,,,,,,,
CUST0174,Male,North,Mouse,Accessories,68,30,2,60,9.28,5/4/2023,Delivered,,,,,,,,,,,,,
CUST0219,Female,South,Keyboard,Accessories,48,50,5,250,14.34,9/28/2023,Delivered,,,,,,,,,,,,,
CUST0198,Male,South,Monitor,Electronics,56,300,2,600,17.13,8/1/2023,In Transit,,,,,,,,,,,,,
CUST0139,Male,North,Monitor,Electronics,57,300,1,300,13.55,9/26/2023,Delivered,,,,,,,,,,,,,
CUST0149,Male,West,Mouse,Accessories,40,30,5,150,9.01,11/14/2023,Returned,,,,,,,,,,,,,
CUST0031,Male,North,Laptop,Electronics,67,1500,4,6000,13.3,11/1/2023,Delivered,,,,,,,,,,,,,
CUST0036,Female,South,Headphones,Accessories,33,100,5,500,8.27,6/30/2023,In Transit,,,,,,,,,,,,,
CUST0029,Female,West,Laptop,Electronics,66,1500,2,3000,9.26,10/10/2023,In Transit,,,,,,,,,,,,,
CUST0071,Male,West,Monitor,Electronics,46,300,3,900,18.83,9/19/2023,Returned,,,,,,,,,,,,,
CUST0108,Female,East,Monitor,Electronics,49,300,1,300,6.55,1/3/2024,Delivered,,,,,,,,,,,,,
CUST0251,Male,East,Laptop,Electronics,42,1500,2,3000,12.17,1/9/2023,Unknown,,,,,,,,,,,,,
CUST0142,Male,North,Laptop,Electronics,32,1500,1,1500,8.53,8/11/2023,In Transit,,,,,,,,,,,,,
CUST0025,Male,West,Monitor,Electronics,56,300,1,300,8.87,7/25/2023,Returned,,,,,,,,,,,,,
CUST0031,Female,South,Smartwatch,Wearables,67,200,1,200,5.45,9/30/2023,Returned,,,,,,,,,,,,,
CUST0159,Male,North,Headphones,Accessories,49,100,2,200,10.39,10/26/2023,Returned,,,,,,,,,,,,,
CUST0094,Male,South,Headphones,Accessories,30,100,4,400,13.94,12/22/2023,Delivered,,,,,,,,,,,,,
CUST0072,Male,East,Headphones,Accessories,21,100,4,400,12.96,9/13/2023,In Transit,,,,,,,,,,,,,
CUST0078,Female,South,Keyboard,Accessories,38,50,4,200,11,12/26/2023,Returned,,,,,,,,,,,,,
CUST0105,Male,West,Laptop,Electronics,27,1500,2,3000,13.22,9/6/2023,In Transit,,,,,,,,,,,,,
CUST0152,Male,North,Monitor,Electronics,69,300,5,1500,17.75,11/14/2023,In Transit,,,,,,,,,,,,,
CUST0160,Female,West,Smartphone,Electronics,69,800,3,2400,15.53,4/25/2023,In Transit,,,,,,,,,,,,,
CUST0248,Female,South,Laptop,Electronics,67,1500,1,1500,13.92,7/26/2023,Delivered,,,,,,,,,,,,,
CUST0133,Male,West,Smartwatch,Wearables,47,200,3,600,13.73,6/15/2023,Delivered,,,,,,,,,,,,,
CUST0260,Male,West,Monitor,Electronics,32,300,3,900,8.48,5/22/2023,Delivered,,,,,,,,,,,,,
CUST0051,Female,West,Laptop,Electronics,41,1500,3,4500,13.82,12/7/2023,Delivered,,,,,,,,,,,,,
CUST0177,Female,East,Mouse,Accessories,29,30,1,30,11.33,2/28/2023,In Transit,,,,,,,,,,,,,
CUST0004,Male,North,Monitor,Electronics,65,300,4,1200,11.14,1/3/2024,Unknown,,,,,,,,,,,,,
CUST0195,Female,East,Smartwatch,Wearables,48,200,5,1000,10.9,5/4/2023,In Transit,,,,,,,,,,,,,
CUST0122,Male,East,Laptop,Electronics,68,1500,1,1500,19.37,8/27/2023,Unknown,,,,,,,,,,,,,
CUST0058,Female,North,Mouse,Accessories,42,30,5,150,8.28,11/14/2023,Returned,,,,,,,,,,,,,
CUST0039,Male,Unknown,Laptop,Electronics,60,1500,1,1500,10.84,9/6/2023,In Transit,,,,,,,,,,,,,
CUST0066,Female,North,Smartphone,Electronics,37,800,1,800,12.78,1/3/2023,Returned,,,,,,,,,,,,,
CUST0204,Female,South,Laptop,Electronics,54,1500,4,6000,12.84,2/20/2023,Delivered,,,,,,,,,,,,,
CUST0208,Female,South,Monitor,Electronics,57,300,1,300,6.55,4/13/2023,Delivered,,,,,,,,,,,,,
CUST0196,Female,East,Keyboard,Accessories,37,50,4,200,12.81,1/5/2023,Delivered,,,,,,,,,,,,,
CUST0250,Female,North,Laptop,Electronics,64,1500,1,1500,18.19,5/22/2023,In Transit,,,,,,,,,,,,,
CUST0227,Male,South,Smartwatch,Wearables,54,200,3,600,16.36,8/10/2023,In Transit,,,,,,,,,,,,,
CUST0107,Male,West,Laptop,Electronics,67,1500,4,6000,14.85,6/11/2023,Delivered,,,,,,,,,,,,,
CUST0177,Female,East,Smartwatch,Wearables,29,200,4,800,17.93,2/25/2023,Delivered,,,,,,,,,,,,,
CUST0174,Female,South,Headphones,Accessories,68,100,2,200,11.73,6/5/2023,Unknown,,,,,,,,,,,,,
CUST0066,Male,West,Mouse,Accessories,37,30,3,90,13.86,10/17/2023,Delivered,,,,,,,,,,,,,
CUST0117,Male,North,Mouse,Accessories,22,30,5,150,18.22,1/25/2023,Returned,,,,,,,,,,,,,
CUST0008,Male,Unknown,Monitor,Electronics,18,300,2,600,8.33,1/10/2023,In Transit,,,,,,,,,,,,,
CUST0010,Female,West,Laptop,Electronics,49,1500,3,4500,6.86,12/27/2023,In Transit,,,,,,,,,,,,,
CUST0107,Male,South,Keyboard,Accessories,49,50,5,250,9.87,11/3/2023,Returned,,,,,,,,,,,,,
CUST0271,Male,West,Smartwatch,Wearables,49,200,2,400,8.05,4/10/2023,In Transit,,,,,,,,,,,,,
CUST0149,Male,North,Smartwatch,Wearables,40,200,4,800,11.68,12/27/2023,Delivered,,,,,,,,,,,,,
CUST0173,Male,South,Laptop,Electronics,65,1500,3,4500,13.18,12/22/2023,In Transit,,,,,,,,,,,,,
CUST0042,Female,East,Smartphone,Electronics,57,800,2,1600,9.01,11/8/2023,In Transit,,,,,,,,,,,,,
CUST0106,Female,South,Headphones,Accessories,50,100,3,300,17.63,12/7/2023,Delivered,,,,,,,,,,,,,
CUST0235,Male,West,Monitor,Electronics,19,300,1,300,7.48,3/6/2023,In Transit,,,,,,,,,,,,,
CUST0220,Male,South,Mouse,Accessories,49,30,1,30,6.7,5/7/2023,In Transit,,,,,,,,,,,,,
CUST0264,Female,South,Mouse,Accessories,49,30,5,150,14.88,12/7/2023,Delivered,,,,,,,,,,,,,
CUST0020,Female,South,Smartphone,Electronics,55,800,4,3200,8.31,9/13/2023,Returned,,,,,,,,,,,,,
CUST0139,Female,Unknown,Smartphone,Electronics,57,800,3,2400,19.61,12/31/2023,Returned,,,,,,,,,,,,,
CUST0022,Female,South,Keyboard,Accessories,33,50,2,100,16.28,4/20/2023,Returned,,,,,,,,,,,,,
CUST0101,Female,North,Monitor,Electronics,53,300,4,1200,10.58,3/31/2023,Unknown,,,,,,,,,,,,,
CUST0271,Male,East,Monitor,Electronics,46,300,4,1200,19.38,11/20/2023,In Transit,,,,,,,,,,,,,
CUST0197,Female,West,Mouse,Accessories,54,30,3,90,14.77,12/9/2023,In Transit,,,,,,,,,,,,,
CUST0135,Male,West,Smartwatch,Wearables,41,200,1,200,13.72,6/6/2023,In Transit,,,,,,,,,,,,,
CUST0174,Male,West,Mouse,Accessories,68,30,5,150,16.66,12/12/2023,In Transit,,,,,,,,,,,,,
